yourlist:M201512109A0638DP3L	Entry
ENSG00000108671	J3QRY4
ENSG00000108671	J3QS13
ENSG00000108671	O00231
ENSG00000108679	K7EJD3
ENSG00000108679	K7EJY8
ENSG00000108679	K7EKQ5
ENSG00000108679	K7ELA1
ENSG00000108679	K7EM15
ENSG00000108679	K7EN99
ENSG00000108679	K7EP36
ENSG00000108679	K7EQT9
ENSG00000108679	K7ER67
ENSG00000108679	K7ERZ6
ENSG00000108679	K7ES75
ENSG00000108679	K7ESM3
ENSG00000108679	Q08380
ENSG00000108774	F8VSF8
ENSG00000108774	F8VVK3
ENSG00000108774	F8VWU4
ENSG00000108774	K7ENY4
ENSG00000108774	P51148
ENSG00000108786	A0A0A0MQS7
ENSG00000108786	B4DU11
ENSG00000108786	P14061
ENSG00000108797	K7EMM9
ENSG00000108797	P78357
ENSG00000108799	A0A0A0MSY9
ENSG00000108799	K7EIH5
ENSG00000108799	K7EJU6
ENSG00000108799	K7EK26
ENSG00000108799	K7EK66
ENSG00000108799	K7EM79
ENSG00000108799	K7ENP2
ENSG00000108799	K7EPC0
ENSG00000108799	K7ESB9
ENSG00000108799	Q92800
ENSG00000108813	Q92988
ENSG00000108821	I3L3H7
ENSG00000108821	P02452
ENSG00000108829	I3L223
ENSG00000108829	I3L2E8
ENSG00000108829	Q96AG4
ENSG00000108839	K7ENN9
ENSG00000108839	P18054
ENSG00000108840	K7EJL4
ENSG00000108840	K7EJL6
ENSG00000108840	K7EJZ7
ENSG00000108840	K7ES01
ENSG00000108840	Q9UQL6
ENSG00000108846	D6RAB7
ENSG00000108846	D6RJE5
ENSG00000108846	H0Y8Q6
ENSG00000108846	H0Y8T5
ENSG00000108846	H0Y9T4
ENSG00000108846	O15438
ENSG00000108848	C9JL41
ENSG00000108848	D6RDI2
ENSG00000108848	D6RHH0
ENSG00000108848	E7EN55
ENSG00000108848	H0YA81
ENSG00000108848	H0YAR4
ENSG00000108848	H0YAX1
ENSG00000108848	H0YAY6
ENSG00000108848	H0YBV7
ENSG00000108848	H7C5U7
ENSG00000108848	J3KPP4
ENSG00000108848	O95232
ENSG00000108848	U3KQT3
ENSG00000108852	A0A087WVY2
ENSG00000108852	A0A087X0C7
ENSG00000108852	A0A0A0MRU0
ENSG00000108852	A0A0C4DH75
ENSG00000108852	A0A0D9SFF8
ENSG00000108852	B4DZ84
ENSG00000108852	D3DX48
ENSG00000108852	D3DX49
ENSG00000108852	E5RFN8
ENSG00000108852	E5RI32
ENSG00000108852	E5RI47
ENSG00000108852	E5RIM9
ENSG00000108852	E5RIU3
ENSG00000108852	E5RJK0
ENSG00000108852	E5RK44
ENSG00000108852	E5RK50
ENSG00000108852	Q14168
ENSG00000108861	K7ELG5
ENSG00000108861	K7EPK5
ENSG00000108861	K7ES89
ENSG00000108861	P51452
ENSG00000108883	K7EIT3
ENSG00000108883	K7EIV5
ENSG00000108883	K7EJ74
ENSG00000108883	K7EP67
ENSG00000108883	K7EQ26
ENSG00000108883	K7ERJ5
ENSG00000108883	Q15029
ENSG00000108947	Q15768
ENSG00000108953	B4DJF2
ENSG00000108953	I3L0W5
ENSG00000108953	I3L3T1
ENSG00000108953	K7EIT4
ENSG00000108953	K7EM20
ENSG00000108953	P62258
ENSG00000108961	Q9HD47
ENSG00000108984	A0A0A0MRF7
ENSG00000108984	K7EIW3
ENSG00000108984	K7ELM6
ENSG00000108984	P52564
ENSG00000109016	A0A0C4DGQ8
ENSG00000109016	J3KRS1
ENSG00000109016	J3QKT1
ENSG00000109016	J3QLJ8
ENSG00000109016	J3QLK1
ENSG00000109016	Q6IAN0
ENSG00000109046	B4DGB8
ENSG00000109046	B4DTL1
ENSG00000109046	J3KRG6
ENSG00000109046	J3KS88
ENSG00000109046	J3KSQ3
ENSG00000109046	J3KT03
ENSG00000109046	J3KTB3
ENSG00000109046	J3QLM8
ENSG00000109046	Q9Y6I7
ENSG00000109062	J3QRA3
ENSG00000109062	J3QRP6
ENSG00000109062	O14745
ENSG00000109065	J3KRQ7
ENSG00000109065	J3KSE9
ENSG00000109065	J3KT72
ENSG00000109065	J3QL33
ENSG00000109065	J3QLF4
ENSG00000109065	J3QQJ2
ENSG00000109065	J3QQP3
ENSG00000109065	J3QQR6
ENSG00000109065	J3QRC3
ENSG00000109065	J3QRL7
ENSG00000109065	J3QS35
ENSG00000109065	J3QSG9
ENSG00000109065	Q9BTE0
ENSG00000109066	B4DKL7
ENSG00000109066	J3QQK2
ENSG00000109066	Q8NE00
ENSG00000109079	J3QS43
ENSG00000109079	J3QSD4
ENSG00000109079	K7EM01
ENSG00000109079	Q13829
ENSG00000109083	A0A087X2B4
ENSG00000109083	J3KRU2
ENSG00000109083	J3QR43
ENSG00000109083	J3QRC6
ENSG00000109083	J3QRH2
ENSG00000109083	Q8IY31
ENSG00000109084	J3KT68
ENSG00000109084	J3KTD1
ENSG00000109084	Q5BJF2
ENSG00000109084	Q86XC5
ENSG00000109089	Q86X02
ENSG00000109107	A8MVZ9
ENSG00000109107	C9J8F3
ENSG00000109107	J3KSV6
ENSG00000109107	J3QKK1
ENSG00000109107	J3QKP5
ENSG00000109107	K7EKH5
ENSG00000109107	P09972
ENSG00000109111	J3QS64
ENSG00000109111	K7EK85
ENSG00000109111	Q7KZ85
ENSG00000109118	C9J9G2
ENSG00000109118	J3QQU3
ENSG00000109118	K7EJ43
ENSG00000109118	K7EJN7
ENSG00000109118	K7EJY3
ENSG00000109118	K7EMX6
ENSG00000109118	K7ENU0
ENSG00000109118	K7EPF7
ENSG00000109118	K7EQP5
ENSG00000109118	K7ERZ4
ENSG00000109118	Q96QT6
ENSG00000109171	D6REM5
ENSG00000109171	D6RIF6
ENSG00000109171	H0Y9L2
ENSG00000109171	Q9P270
ENSG00000109180	D6R918
ENSG00000109180	D6R9T5
ENSG00000109180	D6RA54
ENSG00000109180	D6RBC5
ENSG00000109180	D6RBN5
ENSG00000109180	D6RC55
ENSG00000109180	D6RDI5
ENSG00000109180	D6RDK1
ENSG00000109180	D6RDK6
ENSG00000109180	D6RF01
ENSG00000109180	D6RF07
ENSG00000109180	D6RG39
ENSG00000109180	D6RI08
ENSG00000109180	D6RIT9
ENSG00000109180	D6RIV2
ENSG00000109180	Q9NX40
ENSG00000109184	D6RAL8
ENSG00000109184	D6RB33
ENSG00000109184	D6RCB7
ENSG00000109184	D6RDV8
ENSG00000109184	D6RGX7
ENSG00000109184	D6RIY3
ENSG00000109184	H0Y907
ENSG00000109184	H0Y9C5
ENSG00000109184	H0YA35
ENSG00000109184	Q92564
ENSG00000109205	A1E959
ENSG00000109205	D6RA81
ENSG00000109205	H0Y8T7
ENSG00000109205	H0YA46
ENSG00000109265	A0A0D9SFJ2
ENSG00000109265	F5H1N7
ENSG00000109265	Q6ZU35
ENSG00000109265	R4GNI9
ENSG00000109320	D6RC45
ENSG00000109320	D6RDI9
ENSG00000109320	D6RF93
ENSG00000109320	D6RH30
ENSG00000109320	P19838
ENSG00000109321	D6RFX5
ENSG00000109321	P15514
ENSG00000109323	D6RA01
ENSG00000109323	E9PFW2
ENSG00000109323	O00462
ENSG00000109332	A0A087WY85
ENSG00000109332	D6R933
ENSG00000109332	D6R980
ENSG00000109332	D6R9F6
ENSG00000109332	D6RA11
ENSG00000109332	D6RAH7
ENSG00000109332	D6RAW0
ENSG00000109332	D6RGD0
ENSG00000109332	D6RIZ3
ENSG00000109332	D6RJB3
ENSG00000109332	H9KV45
ENSG00000109332	P61077
ENSG00000109381	D6R9B1
ENSG00000109381	D6RGD9
ENSG00000109381	D6RHI1
ENSG00000109381	Q15723
ENSG00000109390	O43677
ENSG00000109436	Q6ZT07
ENSG00000109445	D6R8Y9
ENSG00000109445	D6R9C8
ENSG00000109445	D6R9Q8
ENSG00000109445	D6RBR7
ENSG00000109445	D6RBS7
ENSG00000109445	D6RCK7
ENSG00000109445	Q9Y3S2
ENSG00000109452	D6R9J5
ENSG00000109452	D6RDJ7
ENSG00000109452	D6RE59
ENSG00000109452	D6RJC3
ENSG00000109452	E7EQN9
ENSG00000109452	E9PCZ3
ENSG00000109452	E9PG59
ENSG00000109452	E9PHC0
ENSG00000109452	H0Y9Q3
ENSG00000109452	H0YA10
ENSG00000109452	O15327
ENSG00000109452	Q9BS68
ENSG00000109458	B7Z3B9
ENSG00000109458	D6RF42
ENSG00000109458	D6RIF8
ENSG00000109458	D6RIS0
ENSG00000109458	H0Y8F4
ENSG00000109458	H0YA71
ENSG00000109458	Q13480
ENSG00000109472	C9JE88
ENSG00000109472	D6R930
ENSG00000109472	D6RF88
ENSG00000109472	H0YAM0
ENSG00000109472	P16870
ENSG00000109475	P49207
ENSG00000109519	Q9HAV7
ENSG00000109534	Q9NY12
ENSG00000109572	A0A087WU31
ENSG00000109572	A0A0A0MTB7
ENSG00000109572	D6RDZ6
ENSG00000109572	D6RIX3
ENSG00000109572	E9PE15
ENSG00000109572	H0Y8Z8
ENSG00000109572	P51790
ENSG00000109576	D6RC56
ENSG00000109576	D6REB9
ENSG00000109576	D6RFY7
ENSG00000109576	Q8N5Z0
ENSG00000109606	O43143
ENSG00000109625	D6RBI5
ENSG00000109625	Q66K79
ENSG00000109654	A0A0J9YW70
ENSG00000109654	A0A0J9YX34
ENSG00000109654	A0A0J9YXY2
ENSG00000109654	A0A0J9YY97
ENSG00000109654	C9J084
ENSG00000109654	C9JVI3
ENSG00000109654	Q9C040
ENSG00000109670	B7Z2C8
ENSG00000109670	Q969H0
ENSG00000109670	S4R3N3
ENSG00000109670	S4R3U4
ENSG00000109680	D6RA60
ENSG00000109680	D6RA74
ENSG00000109680	D6RD52
ENSG00000109680	D6RDZ1
ENSG00000109680	Q8N5T2
ENSG00000109684	A0A0A0MSJ4
ENSG00000109684	D6RJB9
ENSG00000109684	Q7Z7G1
ENSG00000109685	D6R9V2
ENSG00000109685	D6RFE7
ENSG00000109685	D6RIS1
ENSG00000109685	H0Y9L4
ENSG00000109685	H0Y9U6
ENSG00000109685	O96028
ENSG00000109686	Q5HYK7
ENSG00000109689	H0Y860
ENSG00000109689	H7C5A5
ENSG00000109689	H7C5C6
ENSG00000109689	H7C5K2
ENSG00000109689	Q9P246
ENSG00000109689	R4GMP0
ENSG00000109689	R4GN82
ENSG00000109689	R4GNC5
ENSG00000109705	P78367
ENSG00000109736	D6R9N3
ENSG00000109736	D6RA47
ENSG00000109736	D6RE79
ENSG00000109736	D6RHV1
ENSG00000109736	D6RIZ4
ENSG00000109736	Q14728
ENSG00000109756	D6RAK0
ENSG00000109756	D6RC78
ENSG00000109756	D6REY8
ENSG00000109756	H0Y8H7
ENSG00000109756	H0Y8N8
ENSG00000109756	H0Y8T6
ENSG00000109756	H0Y905
ENSG00000109756	H0YAJ8
ENSG00000109756	Q9Y4G8
ENSG00000109758	D6RAR4
ENSG00000109758	Q04756
ENSG00000109771	D6RGF6
ENSG00000109771	G5E9Z9
ENSG00000109771	Q9P2M1
ENSG00000109775	D6R9J7
ENSG00000109775	D6RA67
ENSG00000109775	D6RB53
ENSG00000109775	D6RGX2
ENSG00000109775	H0Y9B0
ENSG00000109775	H0YA18
ENSG00000109775	Q9NUQ7
ENSG00000109805	D6RA93
ENSG00000109805	H0Y9Z8
ENSG00000109805	Q9BPX3
ENSG00000109814	D6RHF4
ENSG00000109814	E7ER83
ENSG00000109814	E7ER95
ENSG00000109814	E7ETF4
ENSG00000109814	E7EV97
ENSG00000109814	E9PBD2
ENSG00000109814	O60701
ENSG00000109846	A0A024R3B9
ENSG00000109846	E9PJL7
ENSG00000109846	E9PNH7
ENSG00000109846	E9PR44
ENSG00000109846	E9PRA8
ENSG00000109846	E9PRS4
ENSG00000109846	E9PS12
ENSG00000109846	H0YCW8
ENSG00000109846	P02511
ENSG00000109854	E9PI87
ENSG00000109854	Q9BUP3
ENSG00000109881	Q96HJ3
ENSG00000109906	F5H5Y7
ENSG00000109906	F5H6C3
ENSG00000109906	H0YGW2
ENSG00000109906	Q05516
ENSG00000109911	E9PPJ9
ENSG00000109911	G5E9D4
ENSG00000109911	Q96EB1
ENSG00000109917	F8WBC5
ENSG00000109917	H7BZM7
ENSG00000109917	H7BZS1
ENSG00000109917	H7C0E5
ENSG00000109917	H7C449
ENSG00000109917	O75312
ENSG00000109919	E9PIE4
ENSG00000109919	Q9Y6C9
ENSG00000109920	F5GXL1
ENSG00000109920	Q8N3X1
ENSG00000109944	Q6NUN7
ENSG00000110002	B4DHS6
ENSG00000110002	O00534
ENSG00000110013	Q9HAT2
ENSG00000110025	E9PK26
ENSG00000110025	E9PMW6
ENSG00000110025	E9PNI5
ENSG00000110025	E9PR81
ENSG00000110025	Q9NRS6
ENSG00000110031	B7Z5P7
ENSG00000110031	E9PNX9
ENSG00000110031	O60711
ENSG00000110042	Q9Y2E6
ENSG00000110046	H7C3T2
ENSG00000110046	Q2TAZ0
ENSG00000110048	H0YCV6
ENSG00000110048	P22059
ENSG00000110060	A0A087WY59
ENSG00000110060	E9PNY6
ENSG00000110060	E9PRI9
ENSG00000110060	Q9BZE2
ENSG00000110063	Q96C86
ENSG00000110074	E9PNK9
ENSG00000110074	E9PP78
ENSG00000110074	Q96CU9
ENSG00000110075	E9PJD8
ENSG00000110075	E9PK08
ENSG00000110075	E9PKF6
ENSG00000110075	E9PKG4
ENSG00000110075	E9PNN8
ENSG00000110075	E9PQP7
ENSG00000110075	H0YDK9
ENSG00000110075	H0YDW1
ENSG00000110075	H0YEN2
ENSG00000110075	H0YEV0
ENSG00000110075	H7BXH2
ENSG00000110075	Q5H9R7
ENSG00000110090	H3BMD2
ENSG00000110090	H3BP22
ENSG00000110090	H3BUJ0
ENSG00000110090	H3BUV7
ENSG00000110090	P50416
ENSG00000110092	F5H437
ENSG00000110092	P24385
ENSG00000110104	H0YG79
ENSG00000110104	Q9H6F5
ENSG00000110107	F5GY56
ENSG00000110107	F5H2I0
ENSG00000110107	H0YGF3
ENSG00000110107	H0YGZ5
ENSG00000110107	Q9UMS4
ENSG00000110108	Q9BVC6
ENSG00000110171	E9PMK8
ENSG00000110171	E9PMW5
ENSG00000110171	O75382
ENSG00000110172	E9PHZ2
ENSG00000110172	E9PIF7
ENSG00000110172	E9PIZ4
ENSG00000110172	E9PL00
ENSG00000110172	E9PPQ5
ENSG00000110172	E9PSD5
ENSG00000110172	Q9UHD1
ENSG00000110200	F5GWM6
ENSG00000110200	F5GXB9
ENSG00000110200	F5H2T3
ENSG00000110200	F5H3R3
ENSG00000110200	F5H6E4
ENSG00000110200	F8WDQ6
ENSG00000110200	G5EA39
ENSG00000110200	P60006
ENSG00000110218	Q96RD7
ENSG00000110237	H0YFZ8
ENSG00000110237	Q96PE2
ENSG00000110244	P06727
ENSG00000110274	E9PI05
ENSG00000110274	E9PIM2
ENSG00000110274	E9PLS8
ENSG00000110274	E9PR73
ENSG00000110274	Q9UPV0
ENSG00000110315	E9PLX2
ENSG00000110315	E9PNF8
ENSG00000110315	E9PQV2
ENSG00000110315	Q8WVD5
ENSG00000110318	H0YDI0
ENSG00000110318	H0YF13
ENSG00000110318	Q9P2H0
ENSG00000110321	D3DQV9
ENSG00000110321	E9PKF8
ENSG00000110321	H0Y3P2
ENSG00000110321	H0YCF8
ENSG00000110321	H0YCH5
ENSG00000110321	H0YD77
ENSG00000110321	H0YD99
ENSG00000110321	H0YDC0
ENSG00000110321	H0YE22
ENSG00000110321	H0YE44
ENSG00000110321	H0YE87
ENSG00000110321	H0YEC5
ENSG00000110321	H0YEI7
ENSG00000110321	H0YEN8
ENSG00000110321	H0YEW3
ENSG00000110321	P78344
ENSG00000110328	Q6P9A2
ENSG00000110330	A0A087X2B2
ENSG00000110330	E9PI77
ENSG00000110330	E9PIW1
ENSG00000110330	E9PMH5
ENSG00000110330	E9PNM6
ENSG00000110330	E9PQZ9
ENSG00000110330	H0YDY3
ENSG00000110330	Q13490
ENSG00000110344	B7Z7P0
ENSG00000110344	Q14139
ENSG00000110367	P26196
ENSG00000110367	Q8IV96
ENSG00000110395	P22681
ENSG00000110400	Q15223
ENSG00000110422	E9PKD7
ENSG00000110422	Q9H422
ENSG00000110427	H0YDE5
ENSG00000110427	Q6ZVL6
ENSG00000110429	B4E3U2
ENSG00000110429	E9PJM3
ENSG00000110429	E9PL46
ENSG00000110429	G3V1E0
ENSG00000110429	Q49AF1
ENSG00000110429	Q9UK99
ENSG00000110435	E9PLU0
ENSG00000110435	E9PRI6
ENSG00000110435	H0YD97
ENSG00000110435	O00330
ENSG00000110442	E9PJ95
ENSG00000110442	Q9P000
ENSG00000110446	F5GZ36
ENSG00000110446	F5H1C8
ENSG00000110446	F5H251
ENSG00000110446	H0YFC1
ENSG00000110446	H0YG40
ENSG00000110446	Q05CH4
ENSG00000110446	Q8IY34
ENSG00000110448	F5GYK3
ENSG00000110448	P06127
ENSG00000110455	E9PRT9
ENSG00000110455	E9PS61
ENSG00000110455	Q96QU6
ENSG00000110497	A0A075B6T1
ENSG00000110497	E9PL55
ENSG00000110497	H0YE34
ENSG00000110497	Q9C0C7
ENSG00000110514	A0A0A0MRB5
ENSG00000110514	C9J6B0
ENSG00000110514	C9JLZ9
ENSG00000110514	C9JM97
ENSG00000110514	C9K0L0
ENSG00000110514	F8W8U2
ENSG00000110514	Q8WXG6
ENSG00000110536	E9PQM0
ENSG00000110536	Q8WUK0
ENSG00000110583	F5GXF6
ENSG00000110583	F5GY41
ENSG00000110583	F5H2C9
ENSG00000110583	Q86UY6
ENSG00000110619	B4DKY1
ENSG00000110619	C9JLN0
ENSG00000110619	E9PLP0
ENSG00000110619	E9PRS8
ENSG00000110619	P49589
ENSG00000110651	A6NMH8
ENSG00000110651	E9PIF1
ENSG00000110651	E9PJK1
ENSG00000110651	E9PM31
ENSG00000110651	E9PPF5
ENSG00000110651	E9PQV4
ENSG00000110651	E9PRJ8
ENSG00000110651	H0YDJ9
ENSG00000110651	H0YDL9
ENSG00000110651	H0YEE2
ENSG00000110651	P60033
ENSG00000110660	E9PJD1
ENSG00000110660	E9PKZ2
ENSG00000110660	E9PRY2
ENSG00000110660	Q8IXU6
ENSG00000110675	E9PLM8
ENSG00000110675	Q8N336
ENSG00000110693	E9PN02
ENSG00000110693	E9PQ67
ENSG00000110693	E9PQ78
ENSG00000110693	E9PQL4
ENSG00000110693	P35712
ENSG00000110697	E9PMS0
ENSG00000110697	E9PMZ6
ENSG00000110697	E9PNU6
ENSG00000110697	E9PSD1
ENSG00000110697	O00562
ENSG00000110700	E9PS50
ENSG00000110700	J3KMX5
ENSG00000110700	P62277
ENSG00000110711	E9PMH2
ENSG00000110711	O00170
ENSG00000110711	V9GYQ3
ENSG00000110717	E9PJY7
ENSG00000110717	E9PKH6
ENSG00000110717	E9PML5
ENSG00000110717	E9PN51
ENSG00000110717	E9PPW7
ENSG00000110717	F8W9K7
ENSG00000110717	H0YCB2
ENSG00000110717	H0YDT4
ENSG00000110717	O00217
ENSG00000110717	Q08E91
ENSG00000110719	E9PM12
ENSG00000110719	E9PMC5
ENSG00000110719	E9PNA6
ENSG00000110719	H0YCE3
ENSG00000110719	H0YEL3
ENSG00000110719	Q13488
ENSG00000110719	Q8TCH1
ENSG00000110768	E9PI26
ENSG00000110768	E9PL58
ENSG00000110768	E9PM51
ENSG00000110768	F5H0Y9
ENSG00000110768	P32780
ENSG00000110799	I3L4K4
ENSG00000110799	P04275
ENSG00000110801	F5GX23
ENSG00000110801	F5H169
ENSG00000110801	F5H5V4
ENSG00000110801	J3KN29
ENSG00000110801	O00233
ENSG00000110841	A0A087WVX8
ENSG00000110841	A0A0A0MTP2
ENSG00000110841	F5GZP6
ENSG00000110841	F5H0E0
ENSG00000110841	F5H495
ENSG00000110841	F5H6Q7
ENSG00000110841	F5H7K5
ENSG00000110841	H0YFE4
ENSG00000110841	H0YGH8
ENSG00000110841	Q86W92
ENSG00000110844	F8VU11
ENSG00000110844	H0YII7
ENSG00000110844	Q6NWY9
ENSG00000110851	F8VRG2
ENSG00000110851	F8VZQ2
ENSG00000110851	H0YIF6
ENSG00000110851	Q9UKN5
ENSG00000110871	B4DP72
ENSG00000110871	F8VP53
ENSG00000110871	F8VVD5
ENSG00000110871	F8VVW7
ENSG00000110871	F8VVX6
ENSG00000110871	Q5HYK3
ENSG00000110887	A0A0B4J250
ENSG00000110887	A0A0B4J257
ENSG00000110887	F8VV35
ENSG00000110887	F8VVT2
ENSG00000110887	F8W152
ENSG00000110887	P14920
ENSG00000110888	F5GXI7
ENSG00000110888	F5GYA1
ENSG00000110888	F5GZX3
ENSG00000110888	F5H142
ENSG00000110888	F5H5J8
ENSG00000110888	F5H7T6
ENSG00000110888	H0YGG3
ENSG00000110888	H0YID4
ENSG00000110888	H3BM22
ENSG00000110888	Q6IMN6
ENSG00000110906	B3KVY5
ENSG00000110906	F5GWA4
ENSG00000110906	F5GWK6
ENSG00000110906	F5GY15
ENSG00000110906	F5H268
ENSG00000110906	F5H497
ENSG00000110906	F5H6V0
ENSG00000110906	F8W8I7
ENSG00000110906	Q9H3F6
ENSG00000110906	S4R3L9
ENSG00000110906	S4R3Y7
ENSG00000110931	F5GZ00
ENSG00000110931	F5H360
ENSG00000110931	F5H4I7
ENSG00000110931	Q96RR4
ENSG00000110944	Q9NPF7
ENSG00000110955	F8W079
ENSG00000110955	F8W0P7
ENSG00000110955	H0YH81
ENSG00000110955	H0YI37
ENSG00000110955	P06576
ENSG00000110958	A0A087WYT3
ENSG00000110958	B4DDC6
ENSG00000110958	Q15185
ENSG00000111011	E1B6W4
ENSG00000111011	E9PI52
ENSG00000111011	F5GYD2
ENSG00000111011	F5H1Z2
ENSG00000111011	H0YGP9
ENSG00000111011	Q7L4I2
ENSG00000111012	F8VWR7
ENSG00000111012	O15528
ENSG00000111012	V9GYP0
ENSG00000111049	P13349
ENSG00000111057	F8VZY9
ENSG00000111057	P05783
ENSG00000111058	A0A0B4J1R2
ENSG00000111058	F8VZB4
ENSG00000111058	H0YII9
ENSG00000111058	Q9H6R3
ENSG00000111087	E9PIB9
ENSG00000111087	E9PQQ1
ENSG00000111087	P08151
ENSG00000111142	F8VQZ7
ENSG00000111142	F8VRR3
ENSG00000111142	F8VSC4
ENSG00000111142	F8VY03
ENSG00000111142	F8VZX9
ENSG00000111142	G3V1U3
ENSG00000111142	P50579
ENSG00000111144	B4DEH5
ENSG00000111144	P09960
ENSG00000111145	F8VUJ0
ENSG00000111145	F8VZQ0
ENSG00000111145	G3V1Z7
ENSG00000111145	H0YIH6
ENSG00000111145	P41970
ENSG00000111203	F5H1D0
ENSG00000111203	H0YFM4
ENSG00000111203	H0YFS4
ENSG00000111203	H0YG72
ENSG00000111203	H0YGR0
ENSG00000111203	Q969R8
ENSG00000111206	A0A0D9SFF0
ENSG00000111206	H0YG99
ENSG00000111206	H0YGS4
ENSG00000111206	Q08050
ENSG00000111215	A0A087WY73
ENSG00000111215	F5H178
ENSG00000111215	Q16378
ENSG00000111224	F5H8L8
ENSG00000111224	F8WBZ7
ENSG00000111224	F8WFA3
ENSG00000111224	G3V0I3
ENSG00000111224	Q9NR21
ENSG00000111229	C9JZD1
ENSG00000111229	F8VR50
ENSG00000111229	O15145
ENSG00000111231	F8W1F4
ENSG00000111231	H0YHZ5
ENSG00000111231	H0YI19
ENSG00000111231	Q9UHW5
ENSG00000111231	S4R3M7
ENSG00000111237	F8VXU5
ENSG00000111237	Q05DG7
ENSG00000111237	Q9UBQ0
ENSG00000111247	F5H031
ENSG00000111247	F5H1Y0
ENSG00000111247	F5H4V6
ENSG00000111247	F5H710
ENSG00000111247	H0YFK6
ENSG00000111247	H0YGT5
ENSG00000111247	Q96B01
ENSG00000111252	F5GYM4
ENSG00000111252	Q9UQQ2
ENSG00000111252	R4GN84
ENSG00000111261	F5H3M3
ENSG00000111261	F5H6G8
ENSG00000111261	Q9H8J5
ENSG00000111266	F5H5X4
ENSG00000111266	Q9BY84
ENSG00000111269	O60519
ENSG00000111276	E7ES52
ENSG00000111276	H7C2T1
ENSG00000111276	P46527
ENSG00000111300	F8VSB9
ENSG00000111300	F8W0N5
ENSG00000111300	H0YHR9
ENSG00000111300	Q14CX7
ENSG00000111321	F5H1S5
ENSG00000111321	F5H2E7
ENSG00000111321	F5H627
ENSG00000111321	F5H6F8
ENSG00000111321	P36941
ENSG00000111325	F5H145
ENSG00000111325	F5H890
ENSG00000111325	Q6N063
ENSG00000111331	F8VS35
ENSG00000111331	F8VWK9
ENSG00000111331	H0YHL3
ENSG00000111331	Q9Y6K5
ENSG00000111335	A0A087X0V5
ENSG00000111335	F8VPI5
ENSG00000111335	F8W1C5
ENSG00000111335	P29728
ENSG00000111344	O95294
ENSG00000111348	F5H2R5
ENSG00000111348	F5H3P3
ENSG00000111348	F5H6Q0
ENSG00000111348	H0YGX7
ENSG00000111348	P52566
ENSG00000111358	A0A087WYD5
ENSG00000111358	F5GWD3
ENSG00000111358	F5GX35
ENSG00000111358	F5GXG6
ENSG00000111358	F5H3G1
ENSG00000111358	F5H4K7
ENSG00000111358	F5H6X0
ENSG00000111358	H0YFF7
ENSG00000111358	Q13889
ENSG00000111361	F5H0D0
ENSG00000111361	H0YGG4
ENSG00000111361	Q14232
ENSG00000111364	E7EX41
ENSG00000111364	F5H2I2
ENSG00000111364	F5H5U2
ENSG00000111364	F5H735
ENSG00000111364	Q8NHQ9
ENSG00000111412	F8VPB4
ENSG00000111412	F8VVN2
ENSG00000111412	H0YHS8
ENSG00000111412	Q9H741
ENSG00000111424	F8VPF8
ENSG00000111424	F8VRJ4
ENSG00000111424	F8VVY8
ENSG00000111424	F8VXQ9
ENSG00000111424	P11473
ENSG00000111432	F5H450
ENSG00000111432	Q9ULW2
ENSG00000111445	C9JH72
ENSG00000111445	E9PEP3
ENSG00000111445	F5H0U6
ENSG00000111445	F5H304
ENSG00000111445	F5H5S0
ENSG00000111445	P40937
ENSG00000111450	J3KNU7
ENSG00000111450	P32856
ENSG00000111452	A0A087WYZ5
ENSG00000111452	F5H7I3
ENSG00000111452	H0Y2U9
ENSG00000111452	Q6QNK2
ENSG00000111481	F8VUC5
ENSG00000111481	F8VVA7
ENSG00000111481	F8VXB1
ENSG00000111481	F8VXR1
ENSG00000111481	F8VYE0
ENSG00000111481	F8VYK5
ENSG00000111481	F8VYZ4
ENSG00000111481	F8W156
ENSG00000111481	F8W651
ENSG00000111481	P61923
ENSG00000111490	F5GY74
ENSG00000111490	F5H0E8
ENSG00000111490	F5H7L7
ENSG00000111490	F8VZ81
ENSG00000111490	Q9Y2I9
ENSG00000111530	A0A0C4DGH5
ENSG00000111530	F5H6I6
ENSG00000111530	H0YH27
ENSG00000111530	Q86VP6
ENSG00000111554	F5H529
ENSG00000111554	F5H804
ENSG00000111554	H0Y301
ENSG00000111554	H0YGX6
ENSG00000111554	Q8TC05
ENSG00000111581	F5GY77
ENSG00000111581	G3V1T4
ENSG00000111581	H0YG15
ENSG00000111581	P57740
ENSG00000111602	Q9UNS1
ENSG00000111605	F8VNP8
ENSG00000111605	F8W084
ENSG00000111605	F8WJN3
ENSG00000111605	Q16630
ENSG00000111615	A0A087WZC7
ENSG00000111615	Q13601
ENSG00000111639	A0A087WU28
ENSG00000111639	A0A0B4J2C1
ENSG00000111639	M0R176
ENSG00000111639	Q4U2R6
ENSG00000111640	E7EUT5
ENSG00000111640	P04406
ENSG00000111641	A0A087WV73
ENSG00000111641	F5GWB7
ENSG00000111641	F5GYR3
ENSG00000111641	F5H359
ENSG00000111641	F5H5X6
ENSG00000111641	F5H709
ENSG00000111641	F5H8G6
ENSG00000111641	P46087
ENSG00000111642	A0A0C4DGG9
ENSG00000111642	F5GWX5
ENSG00000111642	F5H596
ENSG00000111642	F5H6N4
ENSG00000111642	Q14839
ENSG00000111644	E7EP66
ENSG00000111644	F5H2C2
